,seq,item_id,category1,category2,item_definition,uni_lemma,word_1,word_2,word_3,word_for_llm,irregular,note,AoA,concreteness,concreteness_sd,iconicity,iconicity_sd,childBOI,childBOI_sd,adultBOI,adultBOI_sd,Auditory,Auditory_sd,Gustatory,Gustatory_sd,Haptic,Haptic_sd,Interoceptive,Interoceptive_sd,Olfactory,Olfactory_sd,Visual,Visual_sd,Foot_leg,Foot_leg_sd,Hand_arm,Hand_arm_sd,Head,Head_sd,Mouth,Mouth_sd,Torso,Torso_sd,phoneme,phoneme_sd,socialness,socialness_sd,semD,semD_sd,valence,valence_sd,arousal,arousal_sd,dominance,dominance_sd,imageability,imageability_sd,babiness,babiness_sd,frequency,frequency_sd,mlu,mlu_sd,contextD,contextD_sd,gpt-4o-2024-05-13_concreteness_sd,gpt-4o-2024-05-13_iconicity_sd,gpt-4o-2024-05-13_childBOI_sd,gpt-4o-2024-05-13_adultBOI_sd,gpt-4o-2024-05-13_Auditory_sd,gpt-4o-2024-05-13_Gustatory_sd,gpt-4o-2024-05-13_Haptic_sd,gpt-4o-2024-05-13_Interoceptive_sd,gpt-4o-2024-05-13_Olfactory_sd,gpt-4o-2024-05-13_Visual_sd,gpt-4o-2024-05-13_Foot_leg_sd,gpt-4o-2024-05-13_Hand_arm_sd,gpt-4o-2024-05-13_Head_sd,gpt-4o-2024-05-13_Mouth_sd,gpt-4o-2024-05-13_Torso_sd,gpt-4o-2024-05-13_socialness_sd,gpt-4o-2024-05-13_valence_sd,gpt-4o-2024-05-13_arousal_sd,gpt-4o-2024-05-13_dominance_sd,gpt-4o-2024-05-13_imageability_sd,gpt-4o-2024-05-13_babiness_sd,gpt-4o-mini-2024-07-18_concreteness_sd,gpt-4o-mini-2024-07-18_iconicity_sd,gpt-4o-mini-2024-07-18_childBOI_sd,gpt-4o-mini-2024-07-18_adultBOI_sd,gpt-4o-mini-2024-07-18_Auditory_sd,gpt-4o-mini-2024-07-18_Gustatory_sd,gpt-4o-mini-2024-07-18_Haptic_sd,gpt-4o-mini-2024-07-18_Interoceptive_sd,gpt-4o-mini-2024-07-18_Olfactory_sd,gpt-4o-mini-2024-07-18_Visual_sd,gpt-4o-mini-2024-07-18_Foot_leg_sd,gpt-4o-mini-2024-07-18_Hand_arm_sd,gpt-4o-mini-2024-07-18_Head_sd,gpt-4o-mini-2024-07-18_Mouth_sd,gpt-4o-mini-2024-07-18_Torso_sd,gpt-4o-mini-2024-07-18_socialness_sd,gpt-4o-mini-2024-07-18_valence_sd,gpt-4o-mini-2024-07-18_arousal_sd,gpt-4o-mini-2024-07-18_dominance_sd,gpt-4o-mini-2024-07-18_imageability_sd,gpt-4o-mini-2024-07-18_babiness_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_concreteness_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_iconicity_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_childBOI_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_adultBOI_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Auditory_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Gustatory_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Haptic_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Interoceptive_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Olfactory_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Visual_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Foot_leg_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Hand_arm_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Head_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Mouth_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Torso_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_socialness_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_valence_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_arousal_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_dominance_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_imageability_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_babiness_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_concreteness_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_iconicity_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_childBOI_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_adultBOI_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Auditory_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Gustatory_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Haptic_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Interoceptive_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Olfactory_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Visual_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Foot_leg_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Hand_arm_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Head_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Mouth_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Torso_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_socialness_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_valence_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_arousal_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_dominance_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_imageability_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_babiness_sd
406,407,item_407,action_words,verbs,buy,buy,buy,NA,NA,buy,False,NA,28.0,3.35,1.23,3.27272727272727,2.19503572139084,3.541666667,2.225917821,1.88,1.452583905,1.888888889,1.875190622,0.833333333,1.42457424,1.388888889,1.576999716,1.166666667,1.42457424,0.722222222,1.178511302,3.555555556,1.503807803,1.0,1.644956642,2.555555556,1.68809751,2.777777778,2.777777778,1.777777778,1.628985811,0.777777778,1.395604678,2.0,NA,4.19047619047619,1.9651729597938,1.9087043136029527,NA,6.82,1.84,4.29,2.43,6.78,1.96,3.6,2.1,4.066666667,NA,1579.76526932378,NA,9.47737556561086,NA,343.0,NA,0.5163977794943223,0.5163977794943223,0.6749485577105528,2.0655911179772892,1.0749676997731399,0.0,0.699205898780101,1.2692955176439846,0.0,0.9486832980505138,0.42163702135578396,1.66332999331662,1.3984117975602022,0.7378647873726218,0.8432740427115679,0.8232726023485646,0.5270462766947299,0.48304589153964794,1.2292725943057183,0.0,0.5270462766947299,0.6749485577105528,0.5270462766947299,0.4409585518440984,0.0,0.6992058987801011,0.0,0.42163702135578396,0.3333333333333334,0.3333333333333333,0.6324555320336758,0.31622776601683794,0.6992058987801011,0.7440238091428449,0.0,0.48304589153964794,0.8232726023485646,0.0,0.0,0.0,0.6324555320336758,0.0,0.8432740427115679,0.37796447300922725,0.4879500364742666,2.3166067138525404,1.7638342073763937,NA,0.0,0.0,0.0,1.3984117975602022,0.0,1.118033988749895,0.0,0.0,0.0,0.44721359549995787,0.0,0.48304589153964794,0.699205898780101,0.9486832980505138,0.48795003647426666,0.8232726023485646,0.6749485577105528,1.5526475085202969,1.685018016012207,1.3374935098492584,0.0,0.9660917830792958,0.0,0.0,1.6499158227686108,0.3535533905932738,1.567021236472421,0.7071067811865476,0.31622776601683794,0.6749485577105528,1.0749676997731399,0.0,0.3162277660168379,0.6666666666666666,0.8755950357709131,0.6324555320336759
407,408,item_408,action_words,verbs,carry,carry,carry,NA,NA,carry,False,NA,26.0,4.04,1.13,2.9,2.07899548393502,4.793103448,2.226132302,2.8,2.121320344,0.428571429,0.9258201,0.095238095,0.43643578,3.047619048,1.82964998,0.761904762,1.374945886,0.095238095,0.43643578,2.380952381,1.687488977,1.80952381,1.600595127,4.761904762,0.43643578,1.238095238,1.238095238,0.238095238,0.538958431,2.047619048,1.716863142,4.0,NA,NA,NA,2.2349551762758857,NA,5.67,1.91,3.47,2.04,4.94,2.36,NA,NA,5.909090909,NA,1262.5218225266,NA,9.91964285714286,NA,215.0,NA,0.6324555320336759,0.42163702135578396,2.2705848487901865,1.505545305418162,0.97182531580755,0.0,0.6324555320336759,1.1595018087284057,0.0,0.966091783079296,0.9189365834726815,1.0801234497346435,1.4142135623730951,0.4714045207910317,0.7378647873726218,0.48304589153964794,1.1547005383792515,0.6324555320336759,1.3374935098492586,0.48304589153964794,0.7071067811865476,0.5270462766947299,0.7888106377466155,1.7320508075688772,1.449137674618944,0.6992058987801011,0.0,1.3228756555322954,0.44095855184409843,0.3333333333333333,1.1972189997378646,0.31622776601683794,1.4757295747452437,0.9718253158075502,0.0,1.3165611772087666,0.7888106377466154,0.9486832980505138,0.0,0.4216370213557839,0.5270462766947299,1.2292725943057183,0.31622776601683794,1.0,2.5319388392523003,2.2677868380553634,1.7159383568311666,NA,1.4960264830861913,0.7867957924694431,0.0,1.6465452046971292,0.3779644730092273,1.0137937550497031,0.31622776601683794,0.0,1.0350983390135313,1.0954451150103321,0.0,0.5163977794943223,0.8498365855987975,0.7378647873726218,1.9760470401187076,0.8432740427115679,0.7071067811865476,1.8027756377319946,1.3703203194062978,0.8498365855987975,0.0,1.2292725943057186,0.8755950357709131,0.0,1.728840330651992,1.0,0.8432740427115679,0.7071067811865476,0.0,1.0540925533894598,0.7888106377466155,0.0,0.3162277660168379,0.7378647873726218,0.9486832980505138,1.5238839267549948
408,409,item_409,action_words,verbs,catch,catch,catch,NA,NA,catch,False,NA,26.0,4.11,1.29,4.8,2.39443799947572,4.956521739,1.988106931,2.32,1.842100251,1.176470588,1.629236559,0.0,0.0,3.352941176,2.029198625,0.411764706,0.870260272,0.0,0.0,4.058823529,1.344925102,1.105263158,1.486783883,4.263157895,1.194529441,2.105263158,2.105263158,0.421052632,0.768533197,1.157894737,1.537066394,3.0,NA,NA,NA,1.8806048552060954,NA,5.64,1.76,4.0,2.14,5.47,2.35,4.4,2.4,2.5,NA,2081.94241116373,NA,5.08056872037915,NA,307.0,NA,0.6324555320336759,0.5270462766947299,2.2335820757001272,1.4944341180973264,0.875595035770913,0.0,0.7378647873726218,1.2292725943057183,0.0,1.3984117975602022,1.6363916944844772,0.699205898780101,1.3703203194062978,0.5676462121975466,0.6324555320336759,0.5163977794943223,1.1972189997378648,0.5163977794943223,1.2649110640673518,0.6324555320336759,0.9189365834726814,0.5163977794943223,0.7888106377466155,2.0275875100994067,1.5670212364724212,0.6992058987801011,0.0,1.6193277068654823,0.7071067811865476,0.3333333333333333,1.3165611772087666,0.9486832980505139,1.4491376746189437,1.092906420717,0.0,0.9189365834726815,0.699205898780101,1.3374935098492586,1.1005049346146116,0.48304589153964794,0.5163977794943223,1.1005049346146116,0.31622776601683794,1.3972762620115438,2.6186146828319083,2.160246899469287,1.66332999331662,0.0,1.4960264830861913,0.7867957924694431,0.0,1.6465452046971292,0.7867957924694431,1.1666666666666667,0.31622776601683794,0.0,0.7867957924694431,0.8944271909999159,0.9660917830792959,0.9486832980505138,1.1547005383792515,0.8432740427115678,1.4142135623730951,0.8232726023485646,0.8498365855987975,1.8782379449307742,1.3703203194062978,0.966091783079296,0.0,1.247219128924647,1.1005049346146119,0.0,1.4181364924121764,1.3333333333333335,1.429840705968481,0.7071067811865476,0.0,0.9660917830792959,0.8232726023485646,0.9486832980505138,0.4216370213557839,0.7378647873726218,0.9944289260117531,1.4298407059684812
409,410,item_410,action_words,verbs,chase,chase,chase,NA,NA,chase,False,NA,28.0,3.48,1.21,3.27272727272727,2.4120907566221,4.47826087,2.192333029,2.043478261,1.795911034,0.882352941,1.053704948,0.176470588,0.727606875,0.294117647,0.848874688,0.470588235,0.943242218,0.0,0.0,3.470588235,1.841115391,3.619047619,1.564486832,1.380952381,1.745743122,1.523809524,1.523809524,0.238095238,0.624880941,1.333333333,1.683250823,3.0,NA,4.38095238095238,2.49952376416369,1.685706937156929,NA,3.77,2.29,6.6,2.72,4.68,2.77,4.4,2.2,3.8,NA,5563.10043550735,NA,8.50877192982456,NA,107.0,NA,0.6324555320336759,0.5163977794943223,2.70801280154532,1.505545305418162,0.875595035770913,0.0,0.9486832980505138,0.7071067811865476,0.0,1.2516655570345725,1.6193277068654826,2.024845673131659,1.2866839377079187,0.5676462121975466,0.5676462121975467,0.7888106377466155,1.247219128924647,0.699205898780101,1.2649110640673518,0.5676462121975466,0.9944289260117531,0.42163702135578385,0.5163977794943223,1.8559214542766738,1.1595018087284057,0.8498365855987975,0.0,1.449137674618944,0.44095855184409843,0.3333333333333333,1.3498971154211057,0.966091783079296,0.8432740427115678,1.1666666666666667,0.0,0.8232726023485646,1.0327955589886444,1.5776212754932308,1.0327955589886444,0.5676462121975466,0.6749485577105528,1.5951314818673863,0.7378647873726218,1.0,2.615202805574687,2.2677868380553634,1.66332999331662,0.0,1.5735915849388864,0.7867957924694431,0.0,1.6465452046971292,1.4638501094227998,0.9718253158075502,0.31622776601683794,0.0,0.7867957924694431,0.44721359549995787,1.1972189997378646,0.9189365834726815,1.286683937707919,0.9189365834726815,1.9880595947760096,0.8232726023485646,0.8432740427115679,2.204792759220492,1.3333333333333333,1.2292725943057183,0.0,1.5055453054181622,1.1737877907772674,0.0,1.4337208778404378,0.7264831572567788,1.4529663145135578,0.8819171036881969,0.0,1.1972189997378648,0.7888106377466155,0.4714045207910317,0.3162277660168379,1.0327955589886446,0.9944289260117531,1.4181364924121767
410,411,item_411,action_words,verbs,clap,clap,clap,NA,NA,clap,False,NA,24.0,4.16,0.94,6.1,1.59513148186738,6.192307692,1.414757386,4.04,2.226357264,4.625,0.923721208,0.0,0.0,2.833333333,1.88048714,0.625,1.17260394,0.0,0.0,3.75,1.293797914,0.3,0.923380517,4.55,1.050062655,1.5,1.5,0.25,0.638666374,0.55,1.050062655,4.0,NA,NA,NA,1.6382890829143861,NA,6.05,1.75,5.15,2.68,6.19,2.25,5.6,1.7,6.15,NA,4745.18089896656,NA,4.90528634361233,NA,155.0,NA,0.4216370213557839,0.5163977794943223,2.6012817353502227,1.837873166945363,1.4298407059684812,0.0,1.07496769977314,1.1972189997378648,0.0,1.0801234497346435,0.42163702135578396,1.9888578520235063,1.2292725943057183,1.3498971154211057,0.6749485577105528,0.31622776601683794,1.3333333333333333,1.3984117975602022,1.8856180831641267,0.5676462121975466,1.4181364924121764,0.5270462766947299,0.7264831572567788,1.6914819275153699,0.31622776601683794,0.48304589153964794,0.0,0.7071067811865476,0.3333333333333334,0.3333333333333333,1.1352924243950933,0.9660917830792959,1.90029237516523,1.3562026818605375,2.5,1.449137674618944,1.247219128924647,1.2692955176439846,1.1595018087284057,0.4216370213557839,0.6324555320336758,2.4698178070456938,0.31622776601683794,1.2724180205607036,2.6186146828319083,2.2677868380553634,0.7440238091428449,0.0,1.9148542155126762,0.7867957924694431,0.0,1.6666666666666667,0.0,1.130388330520878,1.828782229912694,0.0,0.9759000729485331,1.224744871391589,1.5811388300841898,0.9660917830792958,1.0593499054713802,0.699205898780101,2.581988897471611,0.7888106377466155,0.966091783079296,2.088327347690278,1.837873166945363,1.1352924243950935,0.0,1.2516655570345725,0.8498365855987975,0.0,1.837873166945363,0.8819171036881969,0.6324555320336759,1.4142135623730951,1.66332999331662,0.9660917830792959,1.1785113019775793,0.97182531580755,0.5163977794943223,0.6666666666666666,0.875595035770913,0.9428090415820634
411,412,item_412,action_words,verbs,clean (action),clean (action),clean,NA,NA,clean (action),True,polysemy,25.0,3.07,1.41,3.58333333333333,2.02072594216369,4.178571429,1.98239607,2.52173913,2.064187386,0.1875,0.543905629,0.625,1.454876856,2.875,2.028957039,1.1875,1.682012683,2.6875,2.151549829,4.6875,0.602079729,2.631578947,1.801558779,4.052631579,1.268143184,2.684210526,2.684210526,2.052631579,1.957143162,2.578947368,1.952656011,4.0,NA,3.1,1.94395148304196,1.9093117641314943,NA,7.09,1.8,3.57,2.2,6.11,2.0,4.5,2.1,NA,NA,1801.1657632564,NA,7.26941362916006,NA,589.0,NA,0.5676462121975466,0.6324555320336759,2.118699810942761,1.5491933384829668,0.816496580927726,0.0,0.6992058987801011,0.7071067811865476,0.6324555320336759,1.0593499054713802,1.0327955589886444,0.7071067811865476,1.2516655570345725,0.7378647873726218,0.6749485577105528,0.6666666666666666,1.1785113019775793,0.8232726023485646,1.2649110640673518,0.5676462121975467,1.70293863659264,0.5163977794943223,0.6992058987801011,1.1180339887498947,1.3165611772087666,0.48304589153964794,0.0,1.4907119849998598,0.7264831572567789,0.3333333333333333,1.0327955589886446,0.31622776601683794,1.3333333333333333,0.7264831572567789,0.0,0.9486832980505137,0.8432740427115677,1.888562063228706,0.0,0.7071067811865476,0.5163977794943222,0.7888106377466155,0.5676462121975467,1.2535663410560174,2.1213203435596424,2.160246899469287,1.0327955589886446,0.0,1.9518001458970664,0.7867957924694431,0.3535533905932738,1.6666666666666667,0.0,1.0137937550497031,0.31622776601683794,0.0,0.0,1.0954451150103321,0.31622776601683794,0.5676462121975466,0.7888106377466155,0.9428090415820634,1.864454471471609,0.8232726023485646,0.7264831572567788,2.088327347690278,1.3703203194062978,0.9486832980505138,0.0,1.2516655570345725,0.31622776601683794,0.6992058987801011,1.888562063228706,0.0,0.8232726023485646,0.44095855184409843,0.0,0.9944289260117534,0.8660254037844386,0.4879500364742666,0.0,0.4629100498862757,0.9944289260117531,1.1972189997378646
412,413,item_413,action_words,verbs,climb,climb,climb,NA,NA,climb,False,NA,26.0,4.11,1.12,4.3,2.05750658160146,4.444444444,2.292686253,2.782608696,2.109642834,0.684210526,1.293257368,0.263157895,0.933458638,2.368421053,1.94965884,1.578947368,1.70996392,0.157894737,0.688247202,2.736842105,2.077447827,4.25,1.585294261,4.2,1.641565363,2.65,2.65,0.75,1.332784975,3.3,2.00262985,4.0,NA,2.77272727272727,1.68838661172414,1.4352383778082094,NA,5.62,1.72,3.95,2.73,5.61,2.33,5.4,1.8,2.909090909,NA,1519.12570150787,NA,7.72809667673716,NA,240.0,NA,0.6324555320336759,0.42163702135578385,2.14993539954628,1.4944341180973264,0.9486832980505138,0.0,0.6324555320336759,0.6324555320336759,0.0,1.3984117975602022,0.8232726023485646,1.636391694484477,1.4142135623730951,0.5676462121975466,0.5676462121975467,0.4714045207910317,1.2692955176439846,0.8432740427115677,1.3374935098492586,0.7378647873726218,0.6324555320336758,0.6324555320336759,0.6324555320336759,2.0,1.70293863659264,0.5163977794943222,0.0,1.3017082793177759,0.5,0.3333333333333333,1.35400640077266,1.475729574745244,1.1005049346146119,1.118033988749895,0.0,1.286683937707919,0.966091783079296,1.8257418583505536,1.0749676997731399,0.7378647873726218,0.816496580927726,2.0976176963403033,0.816496580927726,1.3801311186847085,2.2638462845343543,2.160246899469287,1.807721533549109,0.0,1.5735915849388864,1.1338934190276817,0.0,1.9119507199599983,1.5811388300841898,1.5811388300841898,0.0,0.0,1.1259916264596033,0.8944271909999159,0.97182531580755,0.5676462121975466,0.9486832980505138,0.6324555320336759,1.1126972805283735,0.7888106377466155,1.1005049346146119,1.8782379449307742,1.3333333333333333,0.966091783079296,0.0,1.286683937707919,1.2292725943057183,0.0,1.429840705968481,1.3642254619787415,1.2360330811826103,0.7071067811865476,0.0,1.0327955589886446,1.0540925533894598,0.0,0.5163977794943223,0.6749485577105528,1.0327955589886444,1.4181364924121767
413,414,item_414,action_words,verbs,close,close,close,NA,NA,close,False,NA,25.0,3.2,1.32,3.9,2.23358207570012,3.76,2.107130751,1.625,0.969648076,2.526315789,2.195156817,0.421052632,1.169795304,2.368421053,1.977948609,1.368421053,1.832136771,0.684210526,1.529438226,3.842105263,1.92247404,1.380952381,1.465475707,2.761904762,1.546116487,3.0,3.0,1.380952381,1.596126263,1.523809524,1.860619456,4.0,NA,3.86363636363636,2.35625721260393,2.215783077464849,NA,5.23,2.09,3.81,2.06,5.94,1.95,3.7,2.2,5.615384615,NA,1848.11614526072,NA,6.05258833196385,NA,434.0,NA,0.48304589153964794,0.5163977794943223,2.3190036174568114,2.412928142780514,1.07496769977314,0.0,0.7888106377466155,1.1785113019775793,0.0,0.9189365834726815,0.5163977794943222,2.0,1.509230856356236,0.7378647873726218,0.7378647873726218,0.42163702135578396,0.31622776601683794,0.4714045207910317,0.0,0.4216370213557839,0.6749485577105528,0.8498365855987975,0.8755950357709131,0.7071067811865476,0.31622776601683794,0.6992058987801011,0.0,1.2649110640673518,0.7071067811865476,0.3333333333333333,1.2516655570345725,0.42163702135578396,1.2292725943057183,1.0929064207170003,0.0,0.97182531580755,0.9944289260117533,0.3162277660168379,0.0,0.31622776601683794,0.7071067811865476,0.3162277660168379,0.7071067811865476,0.5773502691896257,0.37796447300922725,2.3380903889000244,1.632993161855452,0.0,0.7559289460184546,0.0,0.0,0.9660917830792958,0.0,1.5365907428821477,0.6749485577105528,0.0,0.7440238091428449,1.140175425099138,0.0,0.0,0.0,0.8755950357709131,1.133893419027682,0.6666666666666666,0.7888106377466155,1.9148542155126762,2.0,1.3703203194062978,0.0,1.6465452046971292,0.7071067811865476,0.0,1.6193277068654826,0.7264831572567789,1.8287822299126935,0.881917103688197,0.31622776601683794,0.8432740427115678,0.8498365855987975,0.0,0.0,0.8498365855987975,0.8755950357709131,1.4757295747452437
414,415,item_415,action_words,verbs,cook,cook,cook,NA,NA,cook,False,NA,26.0,4.32,1.02,4.27272727272727,2.00454030096224,4.875,2.401313047,3.923076923,1.998460946,2.6875,2.088659857,2.625,2.390955179,2.875,2.093641166,0.9375,1.87860764,4.25,1.183215957,4.25,1.183215957,1.045454545,1.675517624,4.272727273,1.120451362,3.5,3.5,2.090909091,2.180194201,0.727272727,1.279204298,3.0,NA,NA,NA,1.6249513616532147,NA,7.12,1.62,4.33,2.47,6.25,2.63,5.4,1.9,2.083333333,NA,3067.104709607,NA,6.8740157480315,NA,376.0,NA,0.6749485577105528,0.6666666666666666,1.9436506316151,1.429840705968481,0.9660917830792959,1.2649110640673518,0.5163977794943223,0.6749485577105528,1.4337208778404378,1.3703203194062978,0.5270462766947299,1.7669811040931427,1.2866839377079187,1.7288403306519922,1.07496769977314,0.9944289260117533,1.3165611772087669,0.9428090415820634,1.3703203194062976,0.97182531580755,0.48304589153964794,0.48304589153964794,0.7378647873726218,1.7400510848184252,1.7511900715418263,0.8232726023485646,0.7867957924694431,1.4142135623730951,0.7071067811865476,0.8660254037844387,1.1737877907772671,0.31622776601683794,1.247219128924647,0.5,0.0,1.1005049346146119,0.8432740427115679,0.8432740427115678,0.3162277660168379,0.42163702135578385,0.48304589153964794,0.6992058987801011,0.7378647873726218,0.4879500364742666,1.9086270308410553,2.2677868380553634,1.66332999331662,NA,0.9759000729485331,0.37796447300922725,1.6420805617960927,1.509230856356236,0.0,1.3017082793177759,0.0,1.5118578920369092,0.7559289460184546,0.8944271909999159,0.31622776601683794,0.42163702135578385,0.699205898780101,0.699205898780101,0.48795003647426666,0.8232726023485646,0.8232726023485646,1.636391694484477,1.3703203194062978,0.9189365834726814,0.6324555320336759,1.3703203194062978,0.31622776601683794,1.2516655570345725,1.7919573407620815,0.3535533905932738,1.4142135623730951,0.44095855184409843,0.6749485577105528,1.370320319406298,0.5676462121975466,0.31622776601683794,0.3162277660168379,0.6324555320336759,1.0540925533894598,1.3498971154211057
415,416,item_416,action_words,verbs,cover,cover (action),cover,NA,NA,cover,False,NA,28.0,4.23,1.1,3.8,1.81352940116472,4.041666667,2.349452604,4.25,2.048329118,0.757575758,1.173411241,0.0,0.0,2.575757576,1.768302559,0.303030303,0.728219081,0.181818182,0.464660189,3.212121212,1.672527574,1.34375,1.752590249,3.0,2.032002032,2.0,2.0,1.1875,1.490561704,1.34375,1.715383433,4.0,NA,NA,NA,2.0828710509544397,NA,5.59,1.37,3.76,2.45,5.78,2.05,NA,NA,3.083333333,NA,1607.54149586683,NA,7.92248062015504,NA,231.0,NA,0.4714045207910317,0.48304589153964794,2.3570226039551585,1.4944341180973264,0.7378647873726217,0.0,0.48304589153964794,1.1005049346146119,0.0,1.0327955589886444,0.5163977794943223,1.3374935098492586,1.4142135623730951,0.816496580927726,0.5676462121975466,0.5270462766947299,0.48304589153964794,0.6324555320336759,0.0,0.5163977794943223,0.7378647873726218,0.816496580927726,0.6324555320336759,1.6666666666666667,1.5776212754932308,0.48304589153964794,0.0,0.9189365834726815,0.3333333333333334,0.3333333333333333,1.1352924243950935,0.0,0.6992058987801011,0.5,0.0,0.31622776601683794,0.6749485577105528,0.0,0.0,0.0,0.5270462766947299,0.6749485577105528,0.4714045207910317,0.7559289460184545,2.2038926600773587,2.250925735484551,1.5951314818673865,NA,1.8126539343499315,0.7559289460184545,0.0,1.8408935028645435,0.0,1.0,0.31622776601683794,0.0,0.7559289460184546,0.7071067811865476,0.0,0.4714045207910317,0.3162277660168379,0.7378647873726218,1.1126972805283735,0.8232726023485646,0.4714045207910317,1.7795130420052185,0.9660917830792958,0.6749485577105527,0.0,1.2649110640673515,0.0,0.42163702135578396,1.9321835661585918,0.3535533905932738,1.2692955176439846,0.44095855184409843,0.0,0.8498365855987975,0.6749485577105528,0.0,0.0,0.0,0.8755950357709131,1.1972189997378648
416,417,item_417,action_words,verbs,cry,cry,cry,NA,NA,cry,False,NA,24.0,4.0,1.25,4.84615384615384,1.77229389239641,4.395833333,2.679628295,2.695652174,2.324470274,3.8125,1.515200757,0.5,0.966091783,0.625,0.806225775,3.875,1.204159458,0.0625,0.25,4.0625,1.123610253,0.5,1.147078669,1.05,1.503504678,4.35,4.35,2.7,2.12998641,1.4,1.93036675,3.0,NA,NA,NA,1.6519037613596677,NA,3.22,2.41,5.45,2.82,2.56,1.58,5.3,2.1,8.0,NA,1358.61082138375,NA,6.77557755775578,NA,266.0,NA,0.42163702135578385,0.5676462121975469,0.31622776601683794,0.6749485577105528,1.5811388300841898,0.0,0.48304589153964794,1.0801234497346435,0.0,1.0327955589886444,0.6324555320336759,0.699205898780101,1.3984117975602022,0.8232726023485646,0.8232726023485646,0.7071067811865476,1.0801234497346435,1.398411797560202,1.2292725943057183,0.5163977794943223,1.4337208778404378,0.48304589153964794,0.699205898780101,0.7071067811865476,0.0,1.286683937707919,0.0,0.6749485577105528,1.118033988749895,0.3333333333333333,0.8232726023485646,0.0,0.31622776601683794,0.881917103688197,0.0,0.6749485577105528,1.2649110640673515,0.8755950357709131,1.776388345929897,0.6992058987801011,0.6324555320336759,0.8232726023485645,0.8232726023485646,1.0,0.37796447300922725,2.073644135332772,2.2010098692292237,0.0,0.0,1.1338934190276817,0.0,0.9660917830792958,0.0,0.44095855184409843,1.6865480854231358,0.0,0.7867957924694431,0.8366600265340756,0.48304589153964794,2.449489742783178,0.8755950357709131,0.8755950357709131,2.516611478423583,0.966091783079296,1.0540925533894598,2.2973414586817036,2.185812841434,1.4757295747452437,0.0,1.2692955176439846,1.0327955589886446,0.0,1.3165611772087666,0.0,0.927960727138337,1.589898669028243,1.6865480854231358,0.875595035770913,0.8432740427115678,0.816496580927726,1.1785113019775793,0.7378647873726218,0.7071067811865476,1.3165611772087666
