seq1,seq2,item_id,category1,category2,item_definition,uni_lemma,word_1,word_2,word_3,word_for_llm,irregular,note,AoA,concreteness,concreteness_sd,iconicity,iconicity_sd,childBOI,childBOI_sd,adultBOI,adultBOI_sd,Auditory,Auditory_sd,Gustatory,Gustatory_sd,Haptic,Haptic_sd,Interoceptive,Interoceptive_sd,Olfactory,Olfactory_sd,Visual,Visual_sd,Foot_leg,Foot_leg_sd,Hand_arm,Hand_arm_sd,Head,Head_sd,Mouth,Mouth_sd,Torso,Torso_sd,phoneme,phoneme_sd,socialness,socialness_sd,semD,semD_sd,valence,valence_sd,arousal,arousal_sd,dominance,dominance_sd,imageability,imageability_sd,babiness,babiness_sd,frequency,frequency_sd,mlu,mlu_sd,contextD,contextD_sd,gpt-4o-2024-05-13_concreteness_sd,gpt-4o-2024-05-13_iconicity_sd,gpt-4o-2024-05-13_childBOI_sd,gpt-4o-2024-05-13_adultBOI_sd,gpt-4o-2024-05-13_Auditory_sd,gpt-4o-2024-05-13_Gustatory_sd,gpt-4o-2024-05-13_Haptic_sd,gpt-4o-2024-05-13_Interoceptive_sd,gpt-4o-2024-05-13_Olfactory_sd,gpt-4o-2024-05-13_Visual_sd,gpt-4o-2024-05-13_Foot_leg_sd,gpt-4o-2024-05-13_Hand_arm_sd,gpt-4o-2024-05-13_Head_sd,gpt-4o-2024-05-13_Mouth_sd,gpt-4o-2024-05-13_Torso_sd,gpt-4o-2024-05-13_socialness_sd,gpt-4o-2024-05-13_valence_sd,gpt-4o-2024-05-13_arousal_sd,gpt-4o-2024-05-13_dominance_sd,gpt-4o-2024-05-13_imageability_sd,gpt-4o-2024-05-13_babiness_sd,gpt-4o-mini-2024-07-18_concreteness_sd,gpt-4o-mini-2024-07-18_iconicity_sd,gpt-4o-mini-2024-07-18_childBOI_sd,gpt-4o-mini-2024-07-18_adultBOI_sd,gpt-4o-mini-2024-07-18_Auditory_sd,gpt-4o-mini-2024-07-18_Gustatory_sd,gpt-4o-mini-2024-07-18_Haptic_sd,gpt-4o-mini-2024-07-18_Interoceptive_sd,gpt-4o-mini-2024-07-18_Olfactory_sd,gpt-4o-mini-2024-07-18_Visual_sd,gpt-4o-mini-2024-07-18_Foot_leg_sd,gpt-4o-mini-2024-07-18_Hand_arm_sd,gpt-4o-mini-2024-07-18_Head_sd,gpt-4o-mini-2024-07-18_Mouth_sd,gpt-4o-mini-2024-07-18_Torso_sd,gpt-4o-mini-2024-07-18_socialness_sd,gpt-4o-mini-2024-07-18_valence_sd,gpt-4o-mini-2024-07-18_arousal_sd,gpt-4o-mini-2024-07-18_dominance_sd,gpt-4o-mini-2024-07-18_imageability_sd,gpt-4o-mini-2024-07-18_babiness_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_concreteness_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_iconicity_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_childBOI_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_adultBOI_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Auditory_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Gustatory_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Haptic_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Interoceptive_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Olfactory_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Visual_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Foot_leg_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Hand_arm_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Head_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Mouth_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_Torso_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_socialness_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_valence_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_arousal_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_dominance_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_imageability_sd,meta-llama_Meta-Llama-3.1-70B-Instruct_babiness_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_concreteness_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_iconicity_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_childBOI_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_adultBOI_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Auditory_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Gustatory_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Haptic_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Interoceptive_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Olfactory_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Visual_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Foot_leg_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Hand_arm_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Head_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Mouth_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_Torso_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_socialness_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_valence_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_arousal_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_dominance_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_imageability_sd,meta-llama_Meta-Llama-3.1-405B-Instruct_babiness_sd
406,407,item_407,action_words,verbs,buy,buy,buy,NA,NA,buy,FALSE,NA,28,3.35,1.23,3.272727273,2.195035721,3.541666667,2.225917821,1.88,1.452583905,1.888888889,1.875190622,0.833333333,1.42457424,1.388888889,1.576999716,1.166666667,1.42457424,0.722222222,1.178511302,3.555555556,1.503807803,1,1.644956642,2.555555556,1.68809751,2.777777778,2.777777778,1.777777778,1.628985811,0.777777778,1.395604678,2,NA,4.19047619,1.96517296,1.908704314,NA,6.82,1.84,4.29,2.43,6.78,1.96,3.6,2.1,4.066666667,NA,1579.765269,NA,9.477375566,NA,343,NA,0.516397779,0.516397779,0.674948558,2.065591118,1.0749677,0,0.699205899,1.269295518,0,0.948683298,0.421637021,1.663329993,1.398411798,0.737864787,0.843274043,0.823272602,0.527046277,0.483045892,1.229272594,0,0.527046277,0.674948558,0.527046277,0.440958552,0,0.699205899,0,0.421637021,0.333333333,0.333333333,0.632455532,0.316227766,0.699205899,0.744023809,0,0.483045892,0.823272602,0,0,0,0.632455532,0,0.843274043,0.377964473,0.487950036,2.316606714,1.763834207,NA,0,0,0,1.398411798,0,1.118033989,0,0,0,0.447213595,0,0.483045892,0.699205899,0.948683298,0.487950036,0.823272602,0.674948558,1.552647509,1.685018016,1.33749351,0,0.966091783,0,0,1.649915823,0.353553391,1.567021236,0.707106781,0.316227766,0.674948558,1.0749677,0,0.316227766,0.666666667,0.875595036,0.632455532
407,408,item_408,action_words,verbs,carry,carry,carry,NA,NA,carry,FALSE,NA,26,4.04,1.13,2.9,2.078995484,4.793103448,2.226132302,2.8,2.121320344,0.428571429,0.9258201,0.095238095,0.43643578,3.047619048,1.82964998,0.761904762,1.374945886,0.095238095,0.43643578,2.380952381,1.687488977,1.80952381,1.600595127,4.761904762,0.43643578,1.238095238,1.238095238,0.238095238,0.538958431,2.047619048,1.716863142,4,NA,NA,NA,2.234955176,NA,5.67,1.91,3.47,2.04,4.94,2.36,NA,NA,5.909090909,NA,1262.521823,NA,9.919642857,NA,215,NA,0.632455532,0.421637021,2.270584849,1.505545305,0.971825316,0,0.632455532,1.159501809,0,0.966091783,0.918936583,1.08012345,1.414213562,0.471404521,0.737864787,0.483045892,1.154700538,0.632455532,1.33749351,0.483045892,0.707106781,0.527046277,0.788810638,1.732050808,1.449137675,0.699205899,0,1.322875656,0.440958552,0.333333333,1.197219,0.316227766,1.475729575,0.971825316,0,1.316561177,0.788810638,0.948683298,0,0.421637021,0.527046277,1.229272594,0.316227766,1,2.531938839,2.267786838,1.715938357,NA,1.496026483,0.786795792,0,1.646545205,0.377964473,1.013793755,0.316227766,0,1.035098339,1.095445115,0,0.516397779,0.849836586,0.737864787,1.97604704,0.843274043,0.707106781,1.802775638,1.370320319,0.849836586,0,1.229272594,0.875595036,0,1.728840331,1,0.843274043,0.707106781,0,1.054092553,0.788810638,0,0.316227766,0.737864787,0.948683298,1.523883927
408,409,item_409,action_words,verbs,catch,catch,catch,NA,NA,catch,FALSE,NA,26,4.11,1.29,4.8,2.394437999,4.956521739,1.988106931,2.32,1.842100251,1.176470588,1.629236559,0,0,3.352941176,2.029198625,0.411764706,0.870260272,0,0,4.058823529,1.344925102,1.105263158,1.486783883,4.263157895,1.194529441,2.105263158,2.105263158,0.421052632,0.768533197,1.157894737,1.537066394,3,NA,NA,NA,1.880604855,NA,5.64,1.76,4,2.14,5.47,2.35,4.4,2.4,2.5,NA,2081.942411,NA,5.08056872,NA,307,NA,0.632455532,0.527046277,2.233582076,1.494434118,0.875595036,0,0.737864787,1.229272594,0,1.398411798,1.636391694,0.699205899,1.370320319,0.567646212,0.632455532,0.516397779,1.197219,0.516397779,1.264911064,0.632455532,0.918936583,0.516397779,0.788810638,2.02758751,1.567021236,0.699205899,0,1.619327707,0.707106781,0.333333333,1.316561177,0.948683298,1.449137675,1.092906421,0,0.918936583,0.699205899,1.33749351,1.100504935,0.483045892,0.516397779,1.100504935,0.316227766,1.397276262,2.618614683,2.160246899,1.663329993,0,1.496026483,0.786795792,0,1.646545205,0.786795792,1.166666667,0.316227766,0,0.786795792,0.894427191,0.966091783,0.948683298,1.154700538,0.843274043,1.414213562,0.823272602,0.849836586,1.878237945,1.370320319,0.966091783,0,1.247219129,1.100504935,0,1.418136492,1.333333333,1.429840706,0.707106781,0,0.966091783,0.823272602,0.948683298,0.421637021,0.737864787,0.994428926,1.429840706
409,410,item_410,action_words,verbs,chase,chase,chase,NA,NA,chase,FALSE,NA,28,3.48,1.21,3.272727273,2.412090757,4.47826087,2.192333029,2.043478261,1.795911034,0.882352941,1.053704948,0.176470588,0.727606875,0.294117647,0.848874688,0.470588235,0.943242218,0,0,3.470588235,1.841115391,3.619047619,1.564486832,1.380952381,1.745743122,1.523809524,1.523809524,0.238095238,0.624880941,1.333333333,1.683250823,3,NA,4.380952381,2.499523764,1.685706937,NA,3.77,2.29,6.6,2.72,4.68,2.77,4.4,2.2,3.8,NA,5563.100436,NA,8.50877193,NA,107,NA,0.632455532,0.516397779,2.708012802,1.505545305,0.875595036,0,0.948683298,0.707106781,0,1.251665557,1.619327707,2.024845673,1.286683938,0.567646212,0.567646212,0.788810638,1.247219129,0.699205899,1.264911064,0.567646212,0.994428926,0.421637021,0.516397779,1.855921454,1.159501809,0.849836586,0,1.449137675,0.440958552,0.333333333,1.349897115,0.966091783,0.843274043,1.166666667,0,0.823272602,1.032795559,1.577621275,1.032795559,0.567646212,0.674948558,1.595131482,0.737864787,1,2.615202806,2.267786838,1.663329993,0,1.573591585,0.786795792,0,1.646545205,1.463850109,0.971825316,0.316227766,0,0.786795792,0.447213595,1.197219,0.918936583,1.286683938,0.918936583,1.988059595,0.823272602,0.843274043,2.204792759,1.333333333,1.229272594,0,1.505545305,1.173787791,0,1.433720878,0.726483157,1.452966315,0.881917104,0,1.197219,0.788810638,0.471404521,0.316227766,1.032795559,0.994428926,1.418136492
410,411,item_411,action_words,verbs,clap,clap,clap,NA,NA,clap,FALSE,NA,24,4.16,0.94,6.1,1.595131482,6.192307692,1.414757386,4.04,2.226357264,4.625,0.923721208,0,0,2.833333333,1.88048714,0.625,1.17260394,0,0,3.75,1.293797914,0.3,0.923380517,4.55,1.050062655,1.5,1.5,0.25,0.638666374,0.55,1.050062655,4,NA,NA,NA,1.638289083,NA,6.05,1.75,5.15,2.68,6.19,2.25,5.6,1.7,6.15,NA,4745.180899,NA,4.905286344,NA,155,NA,0.421637021,0.516397779,2.601281735,1.837873167,1.429840706,0,1.0749677,1.197219,0,1.08012345,0.421637021,1.988857852,1.229272594,1.349897115,0.674948558,0.316227766,1.333333333,1.398411798,1.885618083,0.567646212,1.418136492,0.527046277,0.726483157,1.691481928,0.316227766,0.483045892,0,0.707106781,0.333333333,0.333333333,1.135292424,0.966091783,1.900292375,1.356202682,2.5,1.449137675,1.247219129,1.269295518,1.159501809,0.421637021,0.632455532,2.469817807,0.316227766,1.272418021,2.618614683,2.267786838,0.744023809,0,1.914854216,0.786795792,0,1.666666667,0,1.130388331,1.82878223,0,0.975900073,1.224744871,1.58113883,0.966091783,1.059349905,0.699205899,2.581988897,0.788810638,0.966091783,2.088327348,1.837873167,1.135292424,0,1.251665557,0.849836586,0,1.837873167,0.881917104,0.632455532,1.414213562,1.663329993,0.966091783,1.178511302,0.971825316,0.516397779,0.666666667,0.875595036,0.942809042
411,412,item_412,action_words,verbs,clean (action),clean (action),clean,NA,NA,clean (action),TRUE,polysemy,25,3.07,1.41,3.583333333,2.020725942,4.178571429,1.98239607,2.52173913,2.064187386,0.1875,0.543905629,0.625,1.454876856,2.875,2.028957039,1.1875,1.682012683,2.6875,2.151549829,4.6875,0.602079729,2.631578947,1.801558779,4.052631579,1.268143184,2.684210526,2.684210526,2.052631579,1.957143162,2.578947368,1.952656011,4,NA,3.1,1.943951483,1.909311764,NA,7.09,1.8,3.57,2.2,6.11,2,4.5,2.1,NA,NA,1801.165763,NA,7.269413629,NA,589,NA,0.567646212,0.632455532,2.118699811,1.549193338,0.816496581,0,0.699205899,0.707106781,0.632455532,1.059349905,1.032795559,0.707106781,1.251665557,0.737864787,0.674948558,0.666666667,1.178511302,0.823272602,1.264911064,0.567646212,1.702938637,0.516397779,0.699205899,1.118033989,1.316561177,0.483045892,0,1.490711985,0.726483157,0.333333333,1.032795559,0.316227766,1.333333333,0.726483157,0,0.948683298,0.843274043,1.888562063,0,0.707106781,0.516397779,0.788810638,0.567646212,1.253566341,2.121320344,2.160246899,1.032795559,0,1.951800146,0.786795792,0.353553391,1.666666667,0,1.013793755,0.316227766,0,0,1.095445115,0.316227766,0.567646212,0.788810638,0.942809042,1.864454471,0.823272602,0.726483157,2.088327348,1.370320319,0.948683298,0,1.251665557,0.316227766,0.699205899,1.888562063,0,0.823272602,0.440958552,0,0.994428926,0.866025404,0.487950036,0,0.46291005,0.994428926,1.197219
412,413,item_413,action_words,verbs,climb,climb,climb,NA,NA,climb,FALSE,NA,26,4.11,1.12,4.3,2.057506582,4.444444444,2.292686253,2.782608696,2.109642834,0.684210526,1.293257368,0.263157895,0.933458638,2.368421053,1.94965884,1.578947368,1.70996392,0.157894737,0.688247202,2.736842105,2.077447827,4.25,1.585294261,4.2,1.641565363,2.65,2.65,0.75,1.332784975,3.3,2.00262985,4,NA,2.772727273,1.688386612,1.435238378,NA,5.62,1.72,3.95,2.73,5.61,2.33,5.4,1.8,2.909090909,NA,1519.125702,NA,7.728096677,NA,240,NA,0.632455532,0.421637021,2.1499354,1.494434118,0.948683298,0,0.632455532,0.632455532,0,1.398411798,0.823272602,1.636391694,1.414213562,0.567646212,0.567646212,0.471404521,1.269295518,0.843274043,1.33749351,0.737864787,0.632455532,0.632455532,0.632455532,2,1.702938637,0.516397779,0,1.301708279,0.5,0.333333333,1.354006401,1.475729575,1.100504935,1.118033989,0,1.286683938,0.966091783,1.825741858,1.0749677,0.737864787,0.816496581,2.097617696,0.816496581,1.380131119,2.263846285,2.160246899,1.807721534,0,1.573591585,1.133893419,0,1.91195072,1.58113883,1.58113883,0,0,1.125991626,0.894427191,0.971825316,0.567646212,0.948683298,0.632455532,1.112697281,0.788810638,1.100504935,1.878237945,1.333333333,0.966091783,0,1.286683938,1.229272594,0,1.429840706,1.364225462,1.236033081,0.707106781,0,1.032795559,1.054092553,0,0.516397779,0.674948558,1.032795559,1.418136492
413,414,item_414,action_words,verbs,close,close,close,NA,NA,close,FALSE,NA,25,3.2,1.32,3.9,2.233582076,3.76,2.107130751,1.625,0.969648076,2.526315789,2.195156817,0.421052632,1.169795304,2.368421053,1.977948609,1.368421053,1.832136771,0.684210526,1.529438226,3.842105263,1.92247404,1.380952381,1.465475707,2.761904762,1.546116487,3,3,1.380952381,1.596126263,1.523809524,1.860619456,4,NA,3.863636364,2.356257213,2.215783077,NA,5.23,2.09,3.81,2.06,5.94,1.95,3.7,2.2,5.615384615,NA,1848.116145,NA,6.052588332,NA,434,NA,0.483045892,0.516397779,2.319003617,2.412928143,1.0749677,0,0.788810638,1.178511302,0,0.918936583,0.516397779,2,1.509230856,0.737864787,0.737864787,0.421637021,0.316227766,0.471404521,0,0.421637021,0.674948558,0.849836586,0.875595036,0.707106781,0.316227766,0.699205899,0,1.264911064,0.707106781,0.333333333,1.251665557,0.421637021,1.229272594,1.092906421,0,0.971825316,0.994428926,0.316227766,0,0.316227766,0.707106781,0.316227766,0.707106781,0.577350269,0.377964473,2.338090389,1.632993162,0,0.755928946,0,0,0.966091783,0,1.536590743,0.674948558,0,0.744023809,1.140175425,0,0,0,0.875595036,1.133893419,0.666666667,0.788810638,1.914854216,2,1.370320319,0,1.646545205,0.707106781,0,1.619327707,0.726483157,1.82878223,0.881917104,0.316227766,0.843274043,0.849836586,0,0,0.849836586,0.875595036,1.475729575
414,415,item_415,action_words,verbs,cook,cook,cook,NA,NA,cook,FALSE,NA,26,4.32,1.02,4.272727273,2.004540301,4.875,2.401313047,3.923076923,1.998460946,2.6875,2.088659857,2.625,2.390955179,2.875,2.093641166,0.9375,1.87860764,4.25,1.183215957,4.25,1.183215957,1.045454545,1.675517624,4.272727273,1.120451362,3.5,3.5,2.090909091,2.180194201,0.727272727,1.279204298,3,NA,NA,NA,1.624951362,NA,7.12,1.62,4.33,2.47,6.25,2.63,5.4,1.9,2.083333333,NA,3067.10471,NA,6.874015748,NA,376,NA,0.674948558,0.666666667,1.943650632,1.429840706,0.966091783,1.264911064,0.516397779,0.674948558,1.433720878,1.370320319,0.527046277,1.766981104,1.286683938,1.728840331,1.0749677,0.994428926,1.316561177,0.942809042,1.370320319,0.971825316,0.483045892,0.483045892,0.737864787,1.740051085,1.751190072,0.823272602,0.786795792,1.414213562,0.707106781,0.866025404,1.173787791,0.316227766,1.247219129,0.5,0,1.100504935,0.843274043,0.843274043,0.316227766,0.421637021,0.483045892,0.699205899,0.737864787,0.487950036,1.908627031,2.267786838,1.663329993,NA,0.975900073,0.377964473,1.642080562,1.509230856,0,1.301708279,0,1.511857892,0.755928946,0.894427191,0.316227766,0.421637021,0.699205899,0.699205899,0.487950036,0.823272602,0.823272602,1.636391694,1.370320319,0.918936583,0.632455532,1.370320319,0.316227766,1.251665557,1.791957341,0.353553391,1.414213562,0.440958552,0.674948558,1.370320319,0.567646212,0.316227766,0.316227766,0.632455532,1.054092553,1.349897115
415,416,item_416,action_words,verbs,cover,cover (action),cover,NA,NA,cover,FALSE,NA,28,4.23,1.1,3.8,1.813529401,4.041666667,2.349452604,4.25,2.048329118,0.757575758,1.173411241,0,0,2.575757576,1.768302559,0.303030303,0.728219081,0.181818182,0.464660189,3.212121212,1.672527574,1.34375,1.752590249,3,2.032002032,2,2,1.1875,1.490561704,1.34375,1.715383433,4,NA,NA,NA,2.082871051,NA,5.59,1.37,3.76,2.45,5.78,2.05,NA,NA,3.083333333,NA,1607.541496,NA,7.92248062,NA,231,NA,0.471404521,0.483045892,2.357022604,1.494434118,0.737864787,0,0.483045892,1.100504935,0,1.032795559,0.516397779,1.33749351,1.414213562,0.816496581,0.567646212,0.527046277,0.483045892,0.632455532,0,0.516397779,0.737864787,0.816496581,0.632455532,1.666666667,1.577621275,0.483045892,0,0.918936583,0.333333333,0.333333333,1.135292424,0,0.699205899,0.5,0,0.316227766,0.674948558,0,0,0,0.527046277,0.674948558,0.471404521,0.755928946,2.20389266,2.250925735,1.595131482,NA,1.812653934,0.755928946,0,1.840893503,0,1,0.316227766,0,0.755928946,0.707106781,0,0.471404521,0.316227766,0.737864787,1.112697281,0.823272602,0.471404521,1.779513042,0.966091783,0.674948558,0,1.264911064,0,0.421637021,1.932183566,0.353553391,1.269295518,0.440958552,0,0.849836586,0.674948558,0,0,0,0.875595036,1.197219
416,417,item_417,action_words,verbs,cry,cry,cry,NA,NA,cry,FALSE,NA,24,4,1.25,4.846153846,1.772293892,4.395833333,2.679628295,2.695652174,2.324470274,3.8125,1.515200757,0.5,0.966091783,0.625,0.806225775,3.875,1.204159458,0.0625,0.25,4.0625,1.123610253,0.5,1.147078669,1.05,1.503504678,4.35,4.35,2.7,2.12998641,1.4,1.93036675,3,NA,NA,NA,1.651903761,NA,3.22,2.41,5.45,2.82,2.56,1.58,5.3,2.1,8,NA,1358.610821,NA,6.775577558,NA,266,NA,0.421637021,0.567646212,0.316227766,0.674948558,1.58113883,0,0.483045892,1.08012345,0,1.032795559,0.632455532,0.699205899,1.398411798,0.823272602,0.823272602,0.707106781,1.08012345,1.398411798,1.229272594,0.516397779,1.433720878,0.483045892,0.699205899,0.707106781,0,1.286683938,0,0.674948558,1.118033989,0.333333333,0.823272602,0,0.316227766,0.881917104,0,0.674948558,1.264911064,0.875595036,1.776388346,0.699205899,0.632455532,0.823272602,0.823272602,1,0.377964473,2.073644135,2.201009869,0,0,1.133893419,0,0.966091783,0,0.440958552,1.686548085,0,0.786795792,0.836660027,0.483045892,2.449489743,0.875595036,0.875595036,2.516611478,0.966091783,1.054092553,2.297341459,2.185812841,1.475729575,0,1.269295518,1.032795559,0,1.316561177,0,0.927960727,1.589898669,1.686548085,0.875595036,0.843274043,0.816496581,1.178511302,0.737864787,0.707106781,1.316561177
417,418,item_418,action_words,verbs,cut,cut,cut,NA,NA,cut,FALSE,NA,27,4.55,0.69,5.3,1.059349905,4.933333333,2.651393041,2.84,2.154065923,0.95,1.276302225,0.05,0.223606798,3.45,1.820208201,2.15,2.134306247,0.1,0.307793506,3.25,1.773340588,1.263157895,1.726978906,4.210526316,1.272746259,1.842105263,1.842105263,1.052631579,1.580213917,1.315789474,1.66842013,3,NA,NA,NA,2.101527693,NA,3.9,1.84,5.07,2.43,4.55,2.14,5.1,2,1.9375,NA,1824.254561,NA,8.270392749,NA,450,NA,0.632455532,0.483045892,2.179449472,1.549193338,0.674948558,0,0.421637021,0.666666667,0.316227766,0.875595036,0.823272602,0.674948558,1.159501809,0.788810638,0.737864787,0.483045892,0.666666667,0.966091783,0.516397779,0.927960727,0.471404521,0.483045892,0.567646212,1.740051085,1.316561177,0.516397779,0,0.948683298,0.707106781,0.333333333,0.994428926,0.421637021,1.649915823,0.866025404,0,0.918936583,0.421637021,1.059349905,0.316227766,0.994428926,0.632455532,0.316227766,0.316227766,1.511857892,2.434865793,2.316606714,1.632993162,0,2,1.214985793,0,1.494434118,0,1.013793755,0.316227766,0,0.755928946,0.707106781,0.674948558,1.523883927,1.229272594,0.737864787,1.133893419,0.788810638,0.823272602,1.715938357,1.779513042,1.059349905,0,0.788810638,1.08012345,0.421637021,1.398411798,0.744023809,0.971825316,0.707106781,0.316227766,0.699205899,0.632455532,0.875595036,0.632455532,0.632455532,0.948683298,1.316561177
418,419,item_419,action_words,verbs,dance,dance,dance,NA,NA,dance,FALSE,NA,24,4.32,1.22,4.545454545,2.018099916,4.78125,2.498184825,4.44,2.364318084,1.473684211,1.678902454,0,0,1.842105263,1.893355572,2.526315789,1.954152873,0.052631579,0.229415734,4.473684211,1.218761715,4.55,0.887041208,3.65,1.386969434,2.55,2.55,0.8,1.23969436,3.4,1.391704748,4,NA,5.608695652,2.016728459,1.364815426,NA,7.27,1.49,5.48,2.62,6.28,2.3,5.6,1.9,3.545454545,NA,3124.489101,NA,5.965357968,NA,299,NA,0.632455532,0.516397779,2.601281735,1.715938357,1.059349905,0,0.918936583,1.135292424,0,1.33749351,1.370320319,1.702938637,1.414213562,0.788810638,0.666666667,0.875595036,1.316561177,1.490711985,1.449137675,0.843274043,1.100504935,0.516397779,0.823272602,2,0.948683298,0.966091783,0,1.0749677,0.726483157,0.333333333,1.663329993,1.0749677,1.33749351,1.269295518,0,1.475729575,0.843274043,0.421637021,0.875595036,0.875595036,0.737864787,1.398411798,0.632455532,0.899735411,2.615202806,2.267786838,2.065591118,0,1.573591585,0.755928946,0,1.91195072,1.112697281,1.333333333,0,0,1.414213562,0.894427191,1.286683938,1.178511302,1.135292424,0.816496581,1.112697281,0.788810638,0.875595036,2.204792759,1.316561177,0.948683298,0,1.414213562,1.154700538,0,1.433720878,1.0749677,1.589898669,0.881917104,0,0.994428926,0.666666667,0.875595036,0.527046277,0.674948558,0.948683298,1.135292424
419,420,item_420,action_words,verbs,draw,draw,draw,NA,NA,draw,FALSE,NA,26,3.97,1.1,4.7,2.057506582,5.16,2.055075019,3.37037037,2.289577525,0.3125,0.704154339,0,0,2.375,1.857417562,0.5,1.316561177,0.0625,0.25,4.0625,1.569235483,0,0,4.055555556,1.661757476,2.722222222,2.722222222,0.055555556,0.23570226,0.444444444,1.041617646,3,NA,NA,NA,2.104871011,NA,6.18,2.08,3.6,2.26,6.37,2.52,5,2.2,3.3,NA,3886.721206,NA,6.758149317,NA,452,NA,0.567646212,0.483045892,2.183269719,1.494434118,0.737864787,0,0.823272602,0.788810638,0,1.100504935,0.316227766,0.699205899,0.823272602,0.471404521,0.843274043,0.316227766,1.264911064,0.948683298,1.316561177,0.567646212,1.054092553,0.483045892,0.918936583,1.201850425,0.421637021,0.483045892,0,0.483045892,0.333333333,0.333333333,0.918936583,0.316227766,1.505545305,1.201850425,0,0.994428926,0.674948558,1.264911064,0,0.483045892,0.527046277,1.032795559,0.788810638,0.951189731,2.263846285,2.160246899,1.663329993,NA,1.069044968,0,0,1.840893503,0,0.527046277,0,0,0.755928946,1.095445115,0.421637021,0.516397779,0.823272602,0.674948558,1.112697281,0.823272602,0.849836586,1.878237945,1.370320319,0.674948558,0,0.994428926,0.316227766,0,1.791957341,0.333333333,0.483045892,1.394433378,0,0.843274043,0.737864787,0.483045892,0.316227766,0.567646212,0.942809042,0.994428926
420,421,item_421,action_words,verbs,drink (action),drink (action),drink,NA,NA,drink (action),TRUE,polysemy,23,4.76,0.69,4,1.943650632,6.708333333,0.907896119,6.074074074,1.268734255,1.181818182,1.296014537,4.727272727,0.88273483,2.5,1.654719081,2.545454545,1.792239162,2.136363636,1.390287896,3.545454545,1.299350487,0.05,0.223606798,2.6,2.062190966,1.75,1.75,4.95,0.223606798,0.95,1.276302225,5,NA,NA,NA,1.593617199,NA,6.67,1.83,5.19,2.56,5.87,2.2,5.7,1.7,NA,NA,2535.659487,NA,7.014326648,NA,561,NA,0.632455532,0.471404521,2.366431913,1.494434118,1.135292424,2.415229458,0.737864787,0.788810638,1.269295518,0.966091783,0.483045892,1.56347192,0.966091783,0.316227766,0.843274043,0.421637021,1.173787791,0.918936583,1.264911064,0.632455532,1.264911064,0.516397779,0.674948558,2.351122663,1.494434118,0.843274043,2.563479778,1.663329993,1.481365736,0.666666667,1.449137675,0,1.135292424,0.5,0,0.483045892,0.843274043,1.957890021,0.632455532,0.516397779,0.843274043,0.918936583,0.823272602,1.069044968,2.386719207,2.160246899,1.974841766,0.707106781,0.951189731,0.899735411,0,1.452966315,0,1.118033989,0,1.060660172,0.755928946,0.447213595,0,0.823272602,0.843274043,0.737864787,1.253566341,0.823272602,0.726483157,2.204792759,1.370320319,0.699205899,2.233582076,1.333333333,0.674948558,0,1.888562063,0,1.251665557,0.440958552,0.316227766,0.843274043,1.032795559,0,0,0.707106781,0.918936583,1.632993162
